zip,type,primary_city,latitude,longitude,irs_estimated_population_2014
77027,STANDARD,Houston,29.74,-95.45,12670
77028,STANDARD,Houston,29.83,-95.29,15980
77029,STANDARD,Houston,29.76,-95.26,17230
77030,STANDARD,Houston,29.71,-95.4,9170
77031,STANDARD,Houston,29.65,-95.55,14470
77032,STANDARD,Houston,29.99,-95.35,13150
77033,STANDARD,Houston,29.67,-95.34,26020
77034,STANDARD,Houston,29.62,-95.19,35550
77035,STANDARD,Houston,29.65,-95.48,32420
77036,STANDARD,Houston,29.7,-95.53,60090
77037,STANDARD,Houston,29.89,-95.39,19360
77038,STANDARD,Houston,29.92,-95.44,27710
77039,STANDARD,Houston,29.91,-95.34,27630
77040,STANDARD,Houston,29.87,-95.53,47220
77041,STANDARD,Houston,29.86,-95.58,36620
77042,STANDARD,Houston,29.74,-95.56,36850
77043,STANDARD,Houston,29.81,-95.58,26080
77044,STANDARD,Houston,29.91,-95.18,39180
77045,STANDARD,Houston,29.64,-95.43,30820
77046,STANDARD,Houston,29.73,-95.43,1620
77047,STANDARD,Houston,29.61,-95.39,25690
77048,STANDARD,Houston,29.62,-95.32,14740
77049,STANDARD,Houston,29.83,-95.15,32110
77050,STANDARD,Houston,29.9,-95.27,4580
77051,STANDARD,Houston,29.66,-95.38,13460
77052,PO BOX,Houston,29.76,-95.38,498
77053,STANDARD,Houston,29.58,-95.46,29290
77054,STANDARD,Houston,29.68,-95.4,15820
77055,STANDARD,Houston,29.8,-95.49,38960
77056,STANDARD,Houston,29.75,-95.47,18590
77057,STANDARD,Houston,29.74,-95.49,33850
77058,STANDARD,Houston,29.56,-95.1,15130
77059,STANDARD,Houston,29.61,-95.12,17080
77060,STANDARD,Houston,29.93,-95.39,38160
77061,STANDARD,Houston,29.65,-95.28,21690
77062,STANDARD,Houston,29.57,-95.13,24610
77063,STANDARD,Houston,29.74,-95.52,29910
77064,STANDARD,Houston,29.92,-95.54,46510
77065,STANDARD,Houston,29.93,-95.6,34420
77066,STANDARD,Houston,29.96,-95.5,32040
77067,STANDARD,Houston,29.95,-95.45,29290
77068,STANDARD,Houston,30.01,-95.49,10380
77069,STANDARD,Houston,29.99,-95.53,16400
77070,STANDARD,Houston,29.98,-95.57,46570
77071,STANDARD,Houston,29.65,-95.52,25090
77072,STANDARD,Houston,29.7,-95.58,54080
77073,STANDARD,Houston,30,-95.4,40070
77074,STANDARD,Houston,29.69,-95.52,34410
77075,STANDARD,Houston,29.62,-95.27,37890
77076,STANDARD,Houston,29.86,-95.38,31000
77077,STANDARD,Houston,29.75,-95.62,50560
77078,STANDARD,Houston,29.85,-95.25,14200
77079,STANDARD,Houston,29.78,-95.6,31040
77080,STANDARD,Houston,29.82,-95.52,42070
77081,STANDARD,Houston,29.71,-95.48,40600
77082,STANDARD,Houston,29.72,-95.64,48850
77083,STANDARD,Houston,29.69,-95.65,69940
77084,STANDARD,Houston,29.83,-95.66,98370
77085,STANDARD,Houston,29.62,-95.49,16620
77086,STANDARD,Houston,29.92,-95.49,27820
77087,STANDARD,Houston,29.69,-95.3,34990
77088,STANDARD,Houston,29.88,-95.45,51360
77089,STANDARD,Houston,29.59,-95.23,49140
77090,STANDARD,Houston,30.01,-95.44,34430
77091,STANDARD,Houston,29.85,-95.44,23120
77092,STANDARD,Houston,29.83,-95.47,32110
77093,STANDARD,Houston,29.86,-95.34,44680
77094,STANDARD,Houston,29.77,-95.68,9700
77095,STANDARD,Houston,29.91,-95.65,67360
77096,STANDARD,Houston,29.68,-95.48,31200
77097,STANDARD,Houston,29.76,-95.36,0
77098,STANDARD,Houston,29.73,-95.42,12110
77099,STANDARD,Houston,29.67,-95.59,44630
77201,STANDARD,Houston,29.77,-95.36,0
77202,PO BOX,Houston,29.76,-95.38,0
77203,PO BOX,Houston,29.76,-95.38,0
77204,UNIQUE,Houston,29.76,-95.38,22
77205,PO BOX,Houston,29.76,-95.38,623
77206,PO BOX,Houston,29.76,-95.38,263
77207,PO BOX,Houston,29.76,-95.38,891
77208,PO BOX,Houston,29.76,-95.38,199
77209,UNIQUE,Houston,29.76,-95.38,0
77210,PO BOX,Houston,29.76,-95.38,5322
77212,UNIQUE,Houston,29.76,-95.38,0
77213,PO BOX,Houston,29.76,-95.38,616
77215,PO BOX,Houston,29.76,-95.38,666
77216,UNIQUE,Houston,29.76,-95.38,0
77217,PO BOX,Houston,29.76,-95.38,255
77218,PO BOX,Houston,29.76,-95.38,355
77219,PO BOX,Houston,29.76,-95.38,708
77220,PO BOX,Houston,29.76,-95.38,407
77221,PO BOX,Houston,29.76,-95.38,449
77222,PO BOX,Houston,29.76,-95.38,414
77223,PO BOX,Houston,29.76,-95.38,636
77224,PO BOX,Houston,29.76,-95.38,322
77225,PO BOX,Houston,29.76,-95.38,355
77226,PO BOX,Houston,29.76,-95.38,264
77227,PO BOX,Houston,29.76,-95.38,1169
77228,PO BOX,Houston,29.76,-95.38,527
77229,PO BOX,Houston,29.76,-95.38,368
77230,PO BOX,Houston,29.76,-95.38,490
77231,PO BOX,Houston,29.76,-95.38,821
77233,PO BOX,Houston,29.76,-95.38,543
77234,PO BOX,Houston,29.76,-95.38,540
77235,PO BOX,Houston,29.76,-95.38,368
77236,PO BOX,Houston,29.76,-95.38,485
77237,PO BOX,Houston,29.76,-95.38,154
77238,PO BOX,Houston,29.76,-95.38,603
77240,PO BOX,Houston,29.76,-95.38,284
77241,PO BOX,Houston,29.76,-95.38,214
77242,PO BOX,Houston,29.76,-95.38,1204
77243,PO BOX,Houston,29.76,-95.38,389
77244,PO BOX,Houston,29.76,-95.38,418
77245,PO BOX,Houston,29.76,-95.38,900
77246,PO BOX,Houston,29.64,-95.43,0
77247,PO BOX,Houston,29.64,-95.43,0
77248,PO BOX,Houston,29.76,-95.38,274
77249,PO BOX,Houston,29.76,-95.38,526
77250,PO BOX,Houston,29.7,-95.53,0
77251,PO BOX,Houston,29.76,-95.38,556
77252,PO BOX,Houston,29.76,-95.38,334
77253,PO BOX,Houston,29.76,-95.38,279
77254,PO BOX,Houston,29.76,-95.38,428
77255,PO BOX,Houston,29.76,-95.38,664
77256,PO BOX,Houston,29.76,-95.38,262
77257,PO BOX,Houston,29.76,-95.38,830
77258,PO BOX,Houston,29.76,-95.38,435
77259,PO BOX,Houston,29.76,-95.38,415
77260,PO BOX,Houston,29.67,-95.24,0
77261,PO BOX,Houston,29.76,-95.38,379
77262,PO BOX,Houston,29.76,-95.38,224
77263,PO BOX,Houston,29.76,-95.38,541
77265,PO BOX,Houston,29.76,-95.38,258
77266,PO BOX,Houston,29.76,-95.38,562
77267,PO BOX,Houston,29.76,-95.38,1111
77268,PO BOX,Houston,29.76,-95.38,754
77269,PO BOX,Houston,29.76,-95.38,773
77270,PO BOX,Houston,29.76,-95.38,653
77271,PO BOX,Houston,29.76,-95.38,613
77272,PO BOX,Houston,29.76,-95.38,1080
77273,PO BOX,Houston,29.76,-95.38,207
77274,PO BOX,Houston,29.76,-95.38,1024
77275,PO BOX,Houston,29.76,-95.38,534
77276,PO BOX,Houston,29.75,-95.36,0
77277,PO BOX,Houston,29.76,-95.38,553
77278,PO BOX,Houston,29.76,-95.51,0
77279,PO BOX,Houston,29.76,-95.38,231
77280,PO BOX,Houston,29.76,-95.38,407
77282,PO BOX,Houston,29.76,-95.38,500
77284,PO BOX,Houston,29.76,-95.38,867
77285,PO BOX,Houston,29.75,-95.36,0
77286,PO BOX,Houston,29.67,-95.36,0
77287,PO BOX,Houston,29.76,-95.38,353
77288,PO BOX,Houston,29.76,-95.38,386
77289,PO BOX,Houston,29.76,-95.38,348
77290,PO BOX,Houston,29.76,-95.38,407
77291,PO BOX,Houston,29.76,-95.38,339
77292,PO BOX,Houston,29.76,-95.38,806
77293,PO BOX,Houston,29.76,-95.38,874
77294,PO BOX,Houston,29.86,-95.24,0
77296,PO BOX,Houston,29.76,-95.36,0
77297,UNIQUE,Houston,29.76,-95.38,0
77298,UNIQUE,Houston,29.76,-95.36,0
77299,UNIQUE,Houston,29.76,-95.38,0
77301,STANDARD,Conroe,30.32,-95.47,28010
77302,STANDARD,Conroe,30.22,-95.34,17170
77303,STANDARD,Conroe,30.38,-95.38,16330
77304,STANDARD,Conroe,30.32,-95.51,23800
77305,PO BOX,Conroe,30.32,-95.47,2438
77306,STANDARD,Conroe,30.29,-95.31,11130
77315,STANDARD,North Houston,29.95,-95.34,0
77316,STANDARD,Montgomery,30.31,-95.69,20610
77318,STANDARD,Willis,30.44,-95.53,13890
77320,STANDARD,Huntsville,30.8,-95.55,18970
77325,PO BOX,Kingwood,29.99,-95.26,783
77326,PO BOX,Ace,30.5,-94.82,374
77327,STANDARD,Cleveland,30.34,-95.07,17260
77328,STANDARD,Cleveland,30.39,-95.19,14430
77331,STANDARD,Coldspring,30.59,-95.12,5340
77332,PO BOX,Dallardsville,30.65,-94.6,119
77333,PO BOX,Dobbin,30.39,-95.68,473
77334,PO BOX,Dodge,30.78,-95.37,561
77335,STANDARD,Goodrich,30.6,-94.94,1750
77336,STANDARD,Huffman,30.06,-95.09,12900
77337,PO BOX,Hufsmith,30.12,-95.59,0
77338,STANDARD,Humble,29.99,-95.26,36030
77339,STANDARD,Kingwood,30.05,-95.22,37700
77340,STANDARD,Huntsville,30.71,-95.54,18260
77341,UNIQUE,Huntsville,30.71,-95.54,97
77342,PO BOX,Huntsville,30.74,-95.56,2755
77343,UNIQUE,Huntsville,30.71,-95.54,12
77344,UNIQUE,Huntsville,30.71,-95.54,0
77345,STANDARD,Kingwood,30.05,-95.16,27390
77346,STANDARD,Humble,29.99,-95.18,58670
77347,PO BOX,Humble,29.99,-95.26,1578
77348,UNIQUE,Huntsville,30.71,-95.54,13
77349,UNIQUE,Huntsville,30.71,-95.54,12
77350,PO BOX,Leggett,30.82,-94.83,542
77351,STANDARD,Livingston,30.7,-94.93,23230
77353,PO BOX,Magnolia,30.21,-95.74,1182
77354,STANDARD,Magnolia,30.21,-95.74,33710
77355,STANDARD,Magnolia,30.16,-95.75,24670
77356,STANDARD,Montgomery,30.39,-95.69,26630
77357,STANDARD,New Caney,30.15,-95.18,21970
77358,STANDARD,New Waverly,30.53,-95.48,4500
77359,STANDARD,Oakhurst,30.74,-95.3,640
77360,STANDARD,Onalaska,30.8,-95.1,4210
77362,STANDARD,Pinehurst,30.16,-95.67,5050
77363,STANDARD,Plantersville,30.3,-95.84,3020
77364,STANDARD,Pointblank,30.76,-95.25,1840
77365,STANDARD,Porter,30.1,-95.29,32230
77367,PO BOX,Riverside,30.86,-95.4,889
77368,PO BOX,Romayor,30.44,-94.82,372
77369,PO BOX,Rye,30.42,-94.74,1053
77371,STANDARD,Shepherd,30.49,-95,6420
77372,STANDARD,Splendora,30.23,-95.16,10890
77373,STANDARD,Spring,30.06,-95.38,54820
77374,PO BOX,Thicket,30.39,-94.63,421
77375,STANDARD,Tomball,30.09,-95.61,46140
77376,PO BOX,Votaw,30.44,-94.66,296
77377,STANDARD,Tomball,30.06,-95.68,35110
77378,STANDARD,Willis,30.42,-95.47,15780
77379,STANDARD,Spring,30.04,-95.53,74610
77380,STANDARD,Spring,30.14,-95.47,22880
77381,STANDARD,Spring,30.18,-95.5,33340
77382,STANDARD,Spring,30.19,-95.55,35550
77383,PO BOX,Spring,30.06,-95.38,1302
77384,STANDARD,Conroe,30.23,-95.5,14770
77385,STANDARD,Conroe,30.19,-95.42,21810
77386,STANDARD,Spring,30.1,-95.36,47760
77387,PO BOX,Spring,30.06,-95.38,1164
77388,STANDARD,Spring,30.06,-95.47,43430
77389,STANDARD,Spring,30.12,-95.52,29820
77391,PO BOX,Spring,30.06,-95.38,494
77393,PO BOX,Spring,30.06,-95.38,609
77396,STANDARD,Humble,29.94,-95.26,47000
77399,UNIQUE,Livingston,30.7,-94.93,12956
77401,STANDARD,Bellaire,29.7,-95.46,17330
77402,PO BOX,Bellaire,29.7,-95.46,1570
77404,PO BOX,Bay City,28.97,-95.96,1811
77406,STANDARD,Richmond,29.65,-95.79,38880
77407,STANDARD,Richmond,29.68,-95.7,43970
77410,PO BOX,Cypress,29.96,-95.69,1063
77411,PO BOX,Alief,29.7,-95.58,1018
77412,PO BOX,Altair,29.55,-96.41,233
77413,PO BOX,Barker,29.83,-95.77,224
77414,STANDARD,Bay City,28.97,-95.96,19260
77415,PO BOX,Cedar Lane,28.93,-95.73,372
77417,STANDARD,Beasley,29.49,-95.91,1840
77418,STANDARD,Bellville,29.94,-96.25,8810
77419,PO BOX,Blessing,28.83,-96.23,1375
77420,STANDARD,Boling,29.23,-95.98,2230
77422,STANDARD,Brazoria,29.04,-95.56,11720
77423,STANDARD,Brookshire,29.78,-95.95,10880
77426,STANDARD,Chappell Hill,30.12,-96.26,1880
77428,PO BOX,Collegeport,28.68,-96.16,58
77429,STANDARD,Cypress,30,-95.67,79190
77430,STANDARD,Damon,29.27,-95.72,2070
77431,PO BOX,Danciger,29.19,-95.72,42
77432,STANDARD,Danevang,29.08,-96.17,455
77433,STANDARD,Cypress,29.96,-95.69,75130
77434,STANDARD,Eagle Lake,29.58,-96.32,4360
77435,STANDARD,East Bernard,29.52,-96.06,4860
77436,PO BOX,Egypt,29.42,-96.23,187
77437,STANDARD,El Campo,29.19,-96.27,16610
77440,PO BOX,Elmaton,28.89,-96.15,141
77441,STANDARD,Fulshear,29.67,-95.92,13190
77442,STANDARD,Garwood,29.45,-96.51,860
77443,PO BOX,Glen Flora,29.35,-96.19,277
77444,STANDARD,Guy,29.33,-95.76,770
77445,STANDARD,Hempstead,30.09,-96.08,11320
77446,PO BOX,Prairie View,30.08,-95.98,1267
77447,STANDARD,Hockley,30.04,-95.81,13910
77448,STANDARD,Hungerford,29.42,-96.09,757
77449,STANDARD,Katy,29.84,-95.73,105950
77450,STANDARD,Katy,29.75,-95.74,68110
77451,PO BOX,Kendleton,29.44,-96,449
77452,PO BOX,Kenney,30.04,-96.29,222
77453,PO BOX,Lane City,29.19,-95.99,400
77454,PO BOX,Lissie,29.52,-96.22,228
77455,STANDARD,Louise,29.18,-96.42,1790
77456,PO BOX,Markham,28.96,-96.06,1236
77457,PO BOX,Matagorda,28.73,-95.88,457
77458,PO BOX,Midfield,28.94,-96.25,353
77459,STANDARD,Missouri City,29.57,-95.53,65570
77460,PO BOX,Nada,29.4,-96.38,278
77461,STANDARD,Needville,29.39,-95.83,10250
77463,PO BOX,Old Ocean,29.19,-95.72,330
77464,PO BOX,Orchard,29.6,-95.96,641
77465,STANDARD,Palacios,28.71,-96.23,6650
77466,PO BOX,Pattison,29.79,-96.01,893
77467,PO BOX,Pierce,29.22,-96.18,108
77468,STANDARD,Pledger,29.13,-95.94,200
77469,STANDARD,Richmond,29.58,-95.76,41140
77470,STANDARD,Rock Island,29.54,-96.55,301
77471,STANDARD,Rosenberg,29.54,-95.79,36130
77473,PO BOX,San Felipe,29.8,-96.11,490
77474,STANDARD,Sealy,29.77,-96.15,13140
77475,PO BOX,Sheridan,29.51,-96.69,765
77476,PO BOX,Simonton,29.69,-95.95,1080
77477,STANDARD,Stafford,29.62,-95.56,31440
77478,STANDARD,Sugar Land,29.61,-95.61,24220
77479,STANDARD,Sugar Land,29.57,-95.64,83380
77480,STANDARD,Sweeny,29.04,-95.69,6960
77481,PO BOX,Thompsons,29.47,-95.56,232
77482,STANDARD,Van Vleck,29.03,-95.88,2210
77483,STANDARD,Wadsworth,28.83,-95.93,424
77484,STANDARD,Waller,30.05,-95.92,11260
77485,STANDARD,Wallis,29.63,-96.06,2960
77486,STANDARD,West Columbia,29.14,-95.64,6600
77487,PO BOX,Sugar Land,29.61,-95.61,925
77488,STANDARD,Wharton,29.31,-96.09,12150
77489,STANDARD,Missouri City,29.6,-95.52,35260
77491,PO BOX,Katy,29.79,-95.82,753
77492,PO BOX,Katy,29.79,-95.82,838
77493,STANDARD,Katy,29.79,-95.82,27640
77494,STANDARD,Katy,29.74,-95.83,98080
77496,PO BOX,Sugar Land,29.61,-95.61,593
77497,PO BOX,Stafford,29.62,-95.56,1056
77498,STANDARD,Sugar Land,29.63,-95.65,47070
77501,PO BOX,Pasadena,29.66,-95.15,875
77502,STANDARD,Pasadena,29.68,-95.2,36510
77503,STANDARD,Pasadena,29.7,-95.16,23110
77504,STANDARD,Pasadena,29.65,-95.19,20820
77505,STANDARD,Pasadena,29.66,-95.15,21470
77506,STANDARD,Pasadena,29.71,-95.2,34010
77507,STANDARD,Pasadena,29.62,-95.06,217
77508,PO BOX,Pasadena,29.66,-95.15,968
77510,STANDARD,Santa Fe,29.38,-95.09,13230
77511,STANDARD,Alvin,29.43,-95.24,43270
77512,PO BOX,Alvin,29.43,-95.24,2663
77514,STANDARD,Anahuac,29.76,-94.67,4690
77515,STANDARD,Angleton,29.16,-95.42,25450
77516,PO BOX,Angleton,29.16,-95.42,2547
77517,STANDARD,Santa Fe,29.36,-95.13,5470
77518,STANDARD,Bacliff,29.5,-94.99,8800
77519,STANDARD,Batson,30.24,-94.6,980
77520,STANDARD,Baytown,29.74,-94.96,36790
77521,STANDARD,Baytown,29.8,-94.97,52730
77522,PO BOX,Baytown,29.74,-94.96,3001
77523,STANDARD,Baytown,29.76,-94.87,20410
77530,STANDARD,Channelview,29.78,-95.11,32090
77531,STANDARD,Clute,29.02,-95.39,14410
77532,STANDARD,Crosby,29.91,-95.05,27120
77533,PO BOX,Daisetta,30.11,-94.64,972
77534,STANDARD,Danbury,29.22,-95.34,2970
77535,STANDARD,Dayton,30.05,-94.89,27420
77536,STANDARD,Deer Park,29.69,-95.11,31920
77538,STANDARD,Devers,30.02,-94.58,840
77539,STANDARD,Dickinson,29.45,-95.06,38890
77541,STANDARD,Freeport,28.95,-95.36,15090
77542,PO BOX,Freeport,28.95,-95.36,694
77545,STANDARD,Fresno,29.53,-95.45,21870
77546,STANDARD,Friendswood,29.51,-95.19,49430
77547,STANDARD,Galena Park,29.74,-95.23,9640
77549,PO BOX,Friendswood,29.51,-95.19,1058
77550,STANDARD,Galveston,29.3,-94.79,17910
77551,STANDARD,Galveston,29.28,-94.83,16880
77552,PO BOX,Galveston,29.3,-94.79,816
77553,PO BOX,Galveston,29.3,-94.79,1043
77554,STANDARD,Galveston,29.25,-94.92,6330
77555,UNIQUE,Galveston,29.3,-94.79,173
77560,STANDARD,Hankamer,29.87,-94.57,960
77561,PO BOX,Hardin,30.17,-94.74,1780
77562,STANDARD,Highlands,29.81,-95.05,10230
77563,STANDARD,Hitchcock,29.31,-95.01,8560
77564,STANDARD,Hull,30.19,-94.67,1410
77565,STANDARD,Kemah,29.54,-95.03,6710
77566,STANDARD,Lake Jackson,29.04,-95.44,28660
77568,STANDARD,La Marque,29.36,-94.99,13850
77571,STANDARD,La Porte,29.66,-95.04,34190
77572,PO BOX,La Porte,29.66,-95.04,1063
77573,STANDARD,League City,29.48,-95.1,78580
77574,PO BOX,League City,29.48,-95.1,1271
77575,STANDARD,Liberty,30.04,-94.79,13040
77577,STANDARD,Liverpool,29.29,-95.27,1160
77578,STANDARD,Manvel,29.48,-95.35,16600
77580,PO BOX,Mont Belvieu,29.87,-94.87,2626
77581,STANDARD,Pearland,29.55,-95.27,43350
77582,PO BOX,Raywood,29.99,-94.74,677
77583,STANDARD,Rosharon,29.37,-95.45,23230
77584,STANDARD,Pearland,29.55,-95.35,77330
77585,STANDARD,Saratoga,30.28,-94.52,780
77586,STANDARD,Seabrook,29.56,-95.02,21420
77587,STANDARD,South Houston,29.66,-95.22,15890
77588,PO BOX,Pearland,29.55,-95.27,1414
77590,STANDARD,Texas City,29.4,-94.95,25890
77591,STANDARD,Texas City,29.4,-95,12600
77592,PO BOX,Texas City,29.4,-94.95,1597
77597,STANDARD,Wallisville,29.86,-94.69,670
77598,STANDARD,Webster,29.53,-95.11,20100
77611,STANDARD,Bridge City,30.02,-93.85,8980
77612,STANDARD,Buna,30.44,-93.96,7720
77613,PO BOX,China,30.05,-94.33,1513
77614,PO BOX,Deweyville,30.3,-93.77,1360
77615,PO BOX,Evadale,30.33,-94.06,1400
77616,STANDARD,Fred,30.57,-94.17,1090
77617,PO BOX,Gilchrist,29.51,-94.52,296
77619,STANDARD,Groves,29.94,-93.91,15400
77622,STANDARD,Hamshire,29.86,-94.31,1540
77623,STANDARD,High Island,29.56,-94.38,335
77624,STANDARD,Hillister,30.66,-94.38,770
77625,STANDARD,Kountze,30.37,-94.31,7690
77626,PO BOX,Mauriceville,30.21,-93.87,1664
77627,STANDARD,Nederland,29.97,-93.99,21130
77629,PO BOX,Nome,30.03,-94.41,726
77630,STANDARD,Orange,30.1,-93.75,23470
77631,PO BOX,Orange,30.1,-93.75,927
77632,STANDARD,Orange,30.2,-93.8,19320
77639,PO BOX,Orangefield,30.03,-93.89,716
77640,STANDARD,Port Arthur,29.89,-93.92,13840
77641,PO BOX,Port Arthur,29.89,-93.92,642
77642,STANDARD,Port Arthur,29.96,-93.89,35690
77643,PO BOX,Port Arthur,29.89,-93.92,333
77650,PO BOX,Port Bolivar,29.48,-94.57,2435
77651,STANDARD,Port Neches,29.97,-93.94,12400
77655,STANDARD,Sabine Pass,29.73,-93.89,320
77656,STANDARD,Silsbee,30.34,-94.18,14830
77657,STANDARD,Lumberton,30.26,-94.2,19330
77659,STANDARD,Sour Lake,30.13,-94.4,4670
77660,STANDARD,Spurger,30.69,-94.17,1400
77661,PO BOX,Stowell,29.78,-94.37,686
77662,STANDARD,Vidor,30.12,-94,22620
77663,PO BOX,Village Mills,30.51,-94.39,1284
77664,STANDARD,Warren,30.61,-94.4,2520
77665,STANDARD,Winnie,29.81,-94.38,6350
77670,PO BOX,Vidor,30.12,-94,1595
77701,STANDARD,Beaumont,30.07,-94.11,11850
77702,STANDARD,Beaumont,30.09,-94.13,2560
77703,STANDARD,Beaumont,30.14,-94.11,11720
77704,PO BOX,Beaumont,30.08,-94.14,752
77705,STANDARD,Beaumont,29.9,-94.16,22770
77706,STANDARD,Beaumont,30.1,-94.17,25660
77707,STANDARD,Beaumont,30.08,-94.14,15730
77708,STANDARD,Beaumont,30.15,-94.16,11030
77709,PO BOX,Beaumont,30.14,-94.14,0
77710,PO BOX,Beaumont,30.08,-94.14,128
77713,STANDARD,Beaumont,30.07,-94.25,11950
77720,PO BOX,Beaumont,30.08,-94.14,891
77725,PO BOX,Beaumont,30.08,-94.14,535
77726,PO BOX,Beaumont,30.08,-94.14,1322
77801,STANDARD,Bryan,30.64,-96.36,10220
77802,STANDARD,Bryan,30.66,-96.36,20410
77803,STANDARD,Bryan,30.68,-96.39,27760
77805,PO BOX,Bryan,30.66,-96.36,2130
77806,PO BOX,Bryan,30.66,-96.36,1204
77807,STANDARD,Bryan,30.68,-96.48,8740
77808,STANDARD,Bryan,30.8,-96.31,11720
77830,STANDARD,Anderson,30.55,-96.03,2550
77831,STANDARD,Bedias,30.74,-95.92,2520
77833,STANDARD,Brenham,30.15,-96.39,23420
77834,PO BOX,Brenham,30.15,-96.39,1871
77835,STANDARD,Burton,30.17,-96.59,2250
77836,STANDARD,Caldwell,30.52,-96.7,10250
77837,STANDARD,Calvert,30.97,-96.67,1190
77838,PO BOX,Chriesman,30.59,-96.79,119
77840,STANDARD,College Station,30.6,-96.31,18610
77841,PO BOX,College Station,30.6,-96.31,407
77842,PO BOX,College Station,30.6,-96.31,1411
77843,UNIQUE,College Station,30.6,-96.31,107
77844,PO BOX,College Station,30.6,-96.31,262
77845,STANDARD,College Station,30.56,-96.27,48800
77850,PO BOX,Concord,31.26,-96.1,24
77852,PO BOX,Deanville,30.43,-96.74,222
77853,STANDARD,Dime Box,30.35,-96.81,920
77855,PO BOX,Flynn,31.14,-96.12,329
77856,STANDARD,Franklin,31.02,-96.48,4130
77857,PO BOX,Gause,30.78,-96.67,780
77859,STANDARD,Hearne,30.87,-96.59,6550
77861,STANDARD,Iola,30.73,-96.07,2190
77862,PO BOX,Kurten,30.75,-96.33,104
77863,PO BOX,Lyons,30.38,-96.56,507
77864,STANDARD,Madisonville,30.95,-95.9,7180
77865,STANDARD,Marquez,31.23,-96.25,1440
77866,PO BOX,Millican,30.46,-96.2,383
77867,PO BOX,Mumford,30.74,-96.55,139
77868,STANDARD,Navasota,30.38,-96.08,12280
77869,UNIQUE,Navasota,30.35,-96.06,0
77870,PO BOX,New Baden,31.05,-96.4,274
77871,STANDARD,Normangee,31.03,-96.11,3090
77872,STANDARD,North Zulch,30.93,-96.08,1650
77873,STANDARD,Richards,30.54,-95.86,1090
77875,PO BOX,Roans Prairie,30.59,-95.98,126
77876,PO BOX,Shiro,30.6,-95.87,384
77878,PO BOX,Snook,30.49,-96.46,970
77879,STANDARD,Somerville,30.34,-96.53,3780
77880,STANDARD,Washington,30.33,-96.22,1660
77881,PO BOX,Wellborn,30.53,-96.3,341
77882,PO BOX,Wheelock,30.91,-96.38,307
77901,STANDARD,Victoria,28.82,-96.98,36340
77902,PO BOX,Victoria,28.82,-96.98,1127
77903,PO BOX,Victoria,28.82,-96.98,2273
77904,STANDARD,Victoria,28.94,-97.02,24590
77905,STANDARD,Victoria,28.73,-97.04,13720
77950,PO BOX,Austwell,28.39,-96.84,212
77951,PO BOX,Bloomington,28.65,-96.9,2348
77954,STANDARD,Cuero,29.09,-97.28,9250
77957,STANDARD,Edna,28.97,-96.64,7900
77960,PO BOX,Fannin,28.69,-97.21,151
77961,PO BOX,Francitas,28.86,-96.35,112
77962,STANDARD,Ganado,29.04,-96.51,3730
77963,STANDARD,Goliad,28.66,-97.39,4800
77964,STANDARD,Hallettsville,29.44,-96.94,7170
77967,PO BOX,Hochheim,29.31,-97.3,25
77968,STANDARD,Inez,28.87,-96.79,2870
77969,PO BOX,La Salle,28.76,-96.62,126
77970,PO BOX,La Ward,28.84,-96.46,327
77971,STANDARD,Lolita,28.83,-96.52,930
77973,PO BOX,Mcfaddin,28.54,-96.97,20
77974,STANDARD,Meyersville,28.89,-97.31,460
77975,STANDARD,Moulton,29.57,-97.14,1650
77976,PO BOX,Nursery,28.95,-97.12,395
77977,PO BOX,Placedo,28.7,-96.79,671
77978,PO BOX,Point Comfort,28.67,-96.55,770
77979,STANDARD,Port Lavaca,28.61,-96.62,16320
77982,PO BOX,Port O Connor,28.44,-96.49,916
77983,STANDARD,Seadrift,28.41,-96.71,1850
77984,STANDARD,Shiner,29.43,-97.17,3970
77986,PO BOX,Sublime,29.48,-96.8,49
77987,PO BOX,Sweet Home,29.35,-97.08,213
77988,PO BOX,Telferner,28.84,-96.89,738
77989,PO BOX,Thomaston,29,-97.15,115
77990,STANDARD,Tivoli,28.43,-96.88,610
77991,PO BOX,Vanderbilt,28.8,-96.61,537
77993,PO BOX,Weesatche,28.86,-97.43,140
77994,STANDARD,Westhoff,29.2,-97.46,360
77995,STANDARD,Yoakum,29.29,-97.14,8820
78001,PO BOX,Artesia Wells,28.29,-99.21,15
78002,STANDARD,Atascosa,29.28,-98.73,6860
78003,STANDARD,Bandera,29.72,-99.07,7770
78004,STANDARD,Bergheim,29.9,-98.56,560
78005,STANDARD,Bigfoot,29.05,-98.85,660
78006,STANDARD,Boerne,29.8,-98.73,31860
78007,STANDARD,Calliham,28.46,-98.35,120
78008,STANDARD,Campbellton,28.75,-98.3,260
78009,STANDARD,Castroville,29.34,-98.87,7340
78010,STANDARD,Center Point,29.93,-99.03,2800
78011,STANDARD,Charlotte,28.85,-98.7,1900
78012,STANDARD,Christine,28.78,-98.49,450
78013,STANDARD,Comfort,29.97,-98.9,5370
78014,STANDARD,Cotulla,28.43,-99.23,4300
78015,STANDARD,Boerne,29.75,-98.65,13970
78016,STANDARD,Devine,29.14,-98.9,9000
78017,STANDARD,Dilley,28.66,-99.17,3650
78019,PO BOX,Encinal,28.04,-99.35,882
78021,STANDARD,Fowlerton,28.45,-98.81,116
