zip,type,primary_city,latitude,longitude,irs_estimated_population_2014
78941,STANDARD,Flatonia,29.68,-97.1,2690
78942,STANDARD,Giddings,30.18,-96.92,8890
78943,STANDARD,Glidden,29.71,-96.62,350
78944,STANDARD,Industry,29.99,-96.49,620
78945,STANDARD,La Grange,29.9,-96.87,9400
78946,STANDARD,Ledbetter,30.23,-96.76,940
78947,STANDARD,Lexington,30.41,-97,4050
78948,STANDARD,Lincoln,30.31,-96.97,760
78949,STANDARD,Muldoon,29.81,-97.06,400
78950,STANDARD,New Ulm,29.87,-96.49,1780
78951,PO BOX,Oakland,29.59,-96.82,42
78952,PO BOX,Plum,29.92,-96.95,182
78953,STANDARD,Rosanky,29.93,-97.3,1010
78954,STANDARD,Round Top,30.06,-96.69,1010
78956,STANDARD,Schulenburg,29.68,-96.9,4740
78957,STANDARD,Smithville,30,-97.15,7660
78959,STANDARD,Waelder,29.69,-97.29,1760
78960,PO BOX,Warda,30.05,-96.92,161
78961,PO BOX,Warrenton,30.06,-96.69,0
78962,STANDARD,Weimar,29.7,-96.77,4140
78963,STANDARD,West Point,29.96,-97.03,770
79001,STANDARD,Adrian,35.27,-102.66,240
79002,PO BOX,Alanreed,35.21,-100.73,40
79003,PO BOX,Allison,35.6,-100.1,157
79005,STANDARD,Booker,36.45,-100.54,1790
79007,STANDARD,Borger,35.65,-101.4,12590
79008,PO BOX,Borger,35.65,-101.4,1164
79009,STANDARD,Bovina,34.51,-102.88,2160
79010,PO BOX,Boys Ranch,35.51,-102.25,430
79011,STANDARD,Briscoe,35.58,-100.28,210
79012,PO BOX,Bushland,35.19,-102.06,1190
79013,PO BOX,Cactus,36.04,-102.01,3790
79014,STANDARD,Canadian,35.91,-100.38,4360
79015,STANDARD,Canyon,34.98,-101.92,16410
79016,UNIQUE,Canyon,34.98,-101.92,165
79018,STANDARD,Channing,35.68,-102.33,410
79019,STANDARD,Claude,35.1,-101.36,1610
79021,PO BOX,Cotton Center,33.99,-101.99,196
79022,STANDARD,Dalhart,36.06,-102.51,9840
79024,PO BOX,Darrouzett,36.44,-100.32,380
79025,PO BOX,Dawn,34.94,-102.21,97
79027,STANDARD,Dimmitt,34.54,-102.31,4590
79029,STANDARD,Dumas,35.86,-101.96,16280
79031,STANDARD,Earth,34.23,-102.4,1210
79032,PO BOX,Edmonson,34.28,-101.89,184
79033,PO BOX,Farnsworth,36.33,-100.98,106
79034,STANDARD,Follett,36.43,-100.14,690
79035,STANDARD,Friona,34.63,-102.72,5600
79036,STANDARD,Fritch,35.64,-101.59,4250
79039,STANDARD,Groom,35.2,-101.1,690
79040,STANDARD,Gruver,36.25,-101.41,1800
79041,STANDARD,Hale Center,34.06,-101.84,2600
79042,STANDARD,Happy,34.74,-101.85,970
79043,STANDARD,Hart,34.38,-102.11,1230
79044,STANDARD,Hartley,35.88,-102.39,790
79045,STANDARD,Hereford,34.82,-102.39,19440
79046,STANDARD,Higgins,36.12,-100.02,480
79051,PO BOX,Kerrick,36.48,-102.26,51
79052,STANDARD,Kress,34.36,-101.74,1040
79053,PO BOX,Lazbuddie,34.39,-102.61,220
79054,PO BOX,Lefors,35.43,-100.8,604
79056,STANDARD,Lipscomb,36.23,-100.27,49
79057,STANDARD,Mclean,35.23,-100.6,950
79058,STANDARD,Masterson,35.63,-101.96,21
79059,STANDARD,Miami,35.69,-100.64,740
79061,STANDARD,Mobeetie,35.53,-100.44,340
79062,STANDARD,Morse,36.06,-101.47,250
79063,STANDARD,Nazareth,34.54,-102.1,690
79064,STANDARD,Olton,34.17,-102.13,2250
79065,STANDARD,Pampa,35.54,-100.96,18120
79066,PO BOX,Pampa,35.54,-100.96,1048
79068,STANDARD,Panhandle,35.34,-101.38,2770
79070,STANDARD,Perryton,36.39,-100.8,11080
79072,STANDARD,Plainview,34.19,-101.72,21720
79073,PO BOX,Plainview,34.19,-101.72,1362
79077,PO BOX,Sam Norwood,35.05,-100.28,0
79078,PO BOX,Sanford,35.7,-101.53,361
79079,STANDARD,Shamrock,35.21,-100.24,2450
79080,STANDARD,Skellytown,35.57,-101.17,430
79081,STANDARD,Spearman,36.19,-101.19,3750
79082,STANDARD,Springlake,34.23,-102.3,260
79083,STANDARD,Stinnett,35.82,-101.44,2050
79084,STANDARD,Stratford,36.33,-102.07,2350
79085,STANDARD,Summerfield,34.74,-102.51,61
79086,STANDARD,Sunray,36.01,-101.82,1990
79087,STANDARD,Texline,36.37,-103.01,650
79088,STANDARD,Tulia,34.53,-101.77,4430
79091,PO BOX,Umbarger,34.9,-102.13,147
79092,STANDARD,Vega,35.24,-102.42,1090
79093,PO BOX,Waka,36.28,-101.04,69
79094,STANDARD,Wayside,34.79,-101.54,67
79095,STANDARD,Wellington,34.85,-100.21,2300
79096,STANDARD,Wheeler,35.44,-100.27,2490
79097,STANDARD,White Deer,35.43,-101.17,1090
79098,STANDARD,Wildorado,35.15,-102.22,410
79101,STANDARD,Amarillo,35.21,-101.84,1930
79102,STANDARD,Amarillo,35.2,-101.87,9000
79103,STANDARD,Amarillo,35.18,-101.79,9760
79104,STANDARD,Amarillo,35.2,-101.81,6860
79105,PO BOX,Amarillo,35.69,-101.82,1174
79106,STANDARD,Amarillo,35.2,-101.9,23320
79107,STANDARD,Amarillo,35.23,-101.8,30460
79108,STANDARD,Amarillo,35.31,-101.69,10670
79109,STANDARD,Amarillo,35.17,-101.89,38670
79110,STANDARD,Amarillo,35.14,-101.88,17160
79111,STANDARD,Amarillo,35.22,-101.71,1260
79114,PO BOX,Amarillo,35.2,-101.81,2014
79116,PO BOX,Amarillo,35.2,-101.81,698
79117,PO BOX,Amarillo,35.2,-101.81,683
79118,STANDARD,Amarillo,35.11,-101.74,20980
79119,STANDARD,Amarillo,35.11,-102.02,14250
79120,PO BOX,Amarillo,35.2,-101.81,1760
79121,STANDARD,Amarillo,35.17,-101.93,5850
79124,STANDARD,Amarillo,35.26,-101.97,8460
79159,PO BOX,Amarillo,35.2,-101.81,1049
79166,UNIQUE,Amarillo,35.2,-101.81,0
79168,UNIQUE,Amarillo,35.2,-101.81,0
79172,UNIQUE,Amarillo,35.2,-101.81,0
79174,UNIQUE,Amarillo,35.2,-101.81,0
79178,UNIQUE,Amarillo,35.2,-101.81,0
79185,UNIQUE,Amarillo,35.2,-101.81,0
79187,UNIQUE,Amarillo,35.26,-101.71,0
79189,PO BOX,Amarillo,35.2,-101.81,0
79201,STANDARD,Childress,34.42,-100.24,5040
79220,STANDARD,Afton,33.76,-100.81,121
79221,PO BOX,Aiken,34.14,-101.52,0
79223,STANDARD,Cee Vee,34.22,-100.44,18
79225,STANDARD,Chillicothe,34.25,-99.51,870
79226,STANDARD,Clarendon,34.93,-100.89,2410
79227,STANDARD,Crowell,33.98,-99.72,1000
79229,STANDARD,Dickens,33.62,-100.83,250
79230,STANDARD,Dodson,34.76,-100.02,162
79231,PO BOX,Dougherty,33.94,-101.08,51
79233,PO BOX,Estelline,34.52,-100.53,154
79234,STANDARD,Flomot,34.22,-100.98,71
79235,STANDARD,Floydada,33.98,-101.33,3050
79236,PO BOX,Guthrie,33.62,-100.32,236
79237,STANDARD,Hedley,34.86,-100.65,320
79239,STANDARD,Lakeview,34.67,-100.69,167
79240,STANDARD,Lelia Lake,34.9,-100.77,67
79241,STANDARD,Lockney,34.12,-101.44,2100
79243,STANDARD,Mcadoo,33.77,-100.96,79
79244,STANDARD,Matador,34.01,-100.82,630
79245,STANDARD,Memphis,34.72,-100.54,1980
79247,STANDARD,Odell,34.33,-99.41,47
79248,STANDARD,Paducah,34.01,-100.3,1210
79250,STANDARD,Petersburg,33.87,-101.59,1260
79251,STANDARD,Quail,34.9,-100.4,59
79252,STANDARD,Quanah,34.29,-99.74,2480
79255,STANDARD,Quitaque,34.36,-101.05,410
79256,STANDARD,Roaring Springs,33.89,-100.85,200
79257,STANDARD,Silverton,34.47,-101.3,850
79258,PO BOX,South Plains,34.22,-101.3,71
79259,STANDARD,Tell,34.38,-100.39,46
79261,STANDARD,Turkey,34.39,-100.89,340
79311,STANDARD,Abernathy,33.83,-101.84,3070
79312,STANDARD,Amherst,34.01,-102.41,830
79313,STANDARD,Anton,33.81,-102.16,1270
79314,PO BOX,Bledsoe,33.61,-103.02,64
79316,STANDARD,Brownfield,33.17,-102.27,9330
79320,STANDARD,Bula,33.86,-102.67,0
79322,STANDARD,Crosbyton,33.64,-101.23,1590
79323,STANDARD,Denver City,32.96,-102.83,7260
79324,STANDARD,Enochs,33.87,-102.75,54
79325,STANDARD,Farwell,34.39,-102.89,1990
79326,STANDARD,Fieldton,34.08,-102.22,39
79329,STANDARD,Idalou,33.66,-101.68,3100
79330,STANDARD,Justiceburg,33.04,-101.2,48
79331,STANDARD,Lamesa,32.73,-101.95,10030
79336,STANDARD,Levelland,33.57,-102.36,14480
79338,PO BOX,Levelland,33.57,-102.36,197
79339,STANDARD,Littlefield,33.91,-102.33,5970
79342,STANDARD,Loop,32.92,-102.42,390
79343,STANDARD,Lorenzo,33.67,-101.53,1290
79344,STANDARD,Maple,33.84,-102.89,30
79345,STANDARD,Meadow,33.33,-102.2,880
79346,STANDARD,Morton,33.72,-102.75,2080
79347,STANDARD,Muleshoe,34.22,-102.72,7630
79350,PO BOX,New Deal,33.73,-101.83,610
79351,STANDARD,Odonnell,33,-101.82,1110
79353,STANDARD,Pep,33.78,-102.58,29
79355,STANDARD,Plains,33.19,-102.82,1920
79356,STANDARD,Post,33.19,-101.38,3900
79357,STANDARD,Ralls,33.67,-101.38,1990
79358,STANDARD,Ropesville,33.41,-102.15,1060
79359,STANDARD,Seagraves,32.94,-102.56,2820
79360,STANDARD,Seminole,32.71,-102.65,14870
79363,STANDARD,Shallowater,33.69,-101.99,5420
79364,STANDARD,Slaton,33.43,-101.64,6750
79366,STANDARD,Ransom Canyon,33.53,-101.69,1000
79367,PO BOX,Smyer,33.58,-102.16,670
79369,PO BOX,Spade,33.92,-102.15,134
79370,STANDARD,Spur,33.47,-100.85,1240
79371,STANDARD,Sudan,34.06,-102.52,1190
79372,PO BOX,Sundown,33.45,-102.49,1530
79373,STANDARD,Tahoka,33.16,-101.79,2680
79376,STANDARD,Tokio,33.23,-102.67,119
79377,STANDARD,Welch,32.93,-102.13,300
79378,PO BOX,Wellman,33.04,-102.42,252
79379,PO BOX,Whiteface,33.59,-102.61,620
79380,PO BOX,Whitharral,33.74,-102.33,184
79381,STANDARD,Wilson,33.31,-101.72,1060
79382,STANDARD,Wolfforth,33.5,-102.01,6850
79383,PO BOX,New Home,33.32,-101.91,371
79401,STANDARD,Lubbock,33.59,-101.85,2730
79402,STANDARD,Lubbock,33.57,-101.87,0
79403,STANDARD,Lubbock,33.64,-101.78,13610
79404,STANDARD,Lubbock,33.53,-101.79,8460
79405,STANDARD,Lubbock,33.57,-101.84,16
79406,STANDARD,Lubbock,33.59,-101.88,122
79407,STANDARD,Lubbock,33.57,-102.08,16020
79408,PO BOX,Lubbock,33.57,-101.87,1458
79409,STANDARD,Lubbock,33.57,-101.87,131
79410,STANDARD,Lubbock,33.57,-101.89,5610
79411,STANDARD,Lubbock,33.57,-101.87,5610
79412,STANDARD,Lubbock,33.55,-101.86,13320
79413,STANDARD,Lubbock,33.55,-101.89,17970
79414,STANDARD,Lubbock,33.55,-101.92,14690
79415,STANDARD,Lubbock,33.7,-101.9,12740
79416,STANDARD,Lubbock,33.6,-101.98,27020
79423,STANDARD,Lubbock,33.44,-101.86,33260
79424,STANDARD,Lubbock,33.47,-101.95,42380
79430,UNIQUE,Lubbock,33.57,-101.87,0
79452,PO BOX,Lubbock,33.57,-101.87,671
79453,PO BOX,Lubbock,33.57,-101.87,455
79457,UNIQUE,Lubbock,33.57,-101.87,0
79464,PO BOX,Lubbock,33.57,-101.87,942
79490,PO BOX,Lubbock,33.57,-101.87,481
79491,UNIQUE,Lubbock,33.57,-101.87,0
79493,PO BOX,Lubbock,33.57,-101.87,1078
79499,PO BOX,Lubbock,33.57,-101.87,311
79501,STANDARD,Anson,32.75,-99.89,2980
79502,STANDARD,Aspermont,33.13,-100.22,1060
79503,STANDARD,Avoca,32.86,-99.71,177
79504,STANDARD,Baird,32.39,-99.39,2280
79505,STANDARD,Benjamin,33.58,-99.79,250
79506,STANDARD,Blackwell,32.08,-100.31,510
79508,STANDARD,Buffalo Gap,32.28,-99.83,1110
79510,STANDARD,Clyde,32.4,-99.49,6960
79511,STANDARD,Coahoma,32.29,-101.3,1360
79512,STANDARD,Colorado City,32.39,-100.85,5110
79516,PO BOX,Dunn,32.57,-100.89,15
79517,STANDARD,Fluvanna,32.89,-101.15,182
79518,STANDARD,Girard,33.36,-100.66,111
79519,STANDARD,Goldsboro,32.06,-99.68,60
79520,STANDARD,Hamlin,32.88,-100.12,2010
79521,STANDARD,Haskell,33.15,-99.73,2920
79525,STANDARD,Hawley,32.6,-99.81,2730
79526,STANDARD,Hermleigh,32.64,-100.76,910
79527,STANDARD,Ira,32.58,-101,470
79528,STANDARD,Jayton,33.25,-100.57,470
79529,STANDARD,Knox City,33.41,-99.81,1150
79530,STANDARD,Lawn,32.13,-99.75,470
79532,STANDARD,Loraine,32.4,-100.71,800
79533,STANDARD,Lueders,32.79,-99.62,520
79534,STANDARD,Mc Caulley,32.79,-100.22,160
79535,STANDARD,Maryneal,32.23,-100.45,142
79536,STANDARD,Merkel,32.46,-100.01,4550
79537,STANDARD,Nolan,32.27,-100.24,83
79538,STANDARD,Novice,31.98,-99.62,200
79539,STANDARD,O Brien,33.38,-99.84,128
79540,STANDARD,Old Glory,33.12,-100.05,109
79541,STANDARD,Ovalo,32.17,-99.8,710
79543,STANDARD,Roby,32.74,-100.37,1010
79544,STANDARD,Rochester,33.31,-99.85,370
79545,STANDARD,Roscoe,32.44,-100.54,1700
79546,STANDARD,Rotan,32.85,-100.46,1530
79547,STANDARD,Rule,33.18,-99.89,600
79548,STANDARD,Rule,33.05,-99.92,164
79549,STANDARD,Snyder,32.71,-100.91,12980
79550,PO BOX,Snyder,32.71,-100.91,1065
79553,STANDARD,Stamford,32.94,-99.85,2840
79556,STANDARD,Sweetwater,32.46,-100.4,11170
79560,STANDARD,Sylvester,32.72,-100.25,117
79561,STANDARD,Trent,32.48,-100.12,590
79562,STANDARD,Tuscola,32.21,-99.79,4330
79563,STANDARD,Tye,32.45,-99.86,1120
79565,STANDARD,Westbrook,32.35,-101.01,390
79566,STANDARD,Wingate,32.04,-100.11,230
79567,STANDARD,Winters,31.96,-99.93,2790
79601,STANDARD,Abilene,32.45,-99.73,14460
79602,STANDARD,Abilene,32.34,-99.67,20590
79603,STANDARD,Abilene,32.33,-99.93,20390
79604,PO BOX,Abilene,32.45,-99.73,1418
79605,STANDARD,Abilene,32.43,-99.78,26350
79606,STANDARD,Abilene,32.36,-99.82,22840
79607,STANDARD,Dyess Afb,32.43,-99.83,2750
79608,PO BOX,Abilene,32.45,-99.73,1270
79697,UNIQUE,Abilene,32.45,-99.73,40
79698,UNIQUE,Abilene,32.45,-99.73,67
79699,UNIQUE,Abilene,32.46,-99.72,232
79701,STANDARD,Midland,31.99,-102.08,29370
79702,PO BOX,Midland,32.02,-102.1,2858
79703,STANDARD,Midland,31.98,-102.13,20860
79704,PO BOX,Midland,32.02,-102.1,751
79705,STANDARD,Midland,32.02,-102.1,34110
79706,STANDARD,Midland,31.85,-102.01,23890
79707,STANDARD,Midland,32.05,-102.2,33020
79708,PO BOX,Midland,32.02,-102.1,1173
79710,PO BOX,Midland,32.02,-102.1,865
79711,PO BOX,Midland,32.02,-102.1,359
79712,PO BOX,Midland,32.02,-102.1,696
79713,STANDARD,Ackerly,32.52,-101.71,640
79714,STANDARD,Andrews,32.32,-102.54,17350
79718,STANDARD,Balmorhea,30.98,-103.74,580
79719,PO BOX,Barstow,31.46,-103.39,299
79720,STANDARD,Big Spring,32.24,-101.47,25080
79721,PO BOX,Big Spring,32.24,-101.47,1787
79730,PO BOX,Coyanosa,31.24,-103.07,218
79731,STANDARD,Crane,31.39,-102.35,4780
79733,PO BOX,Forsan,32.1,-101.37,256
79734,STANDARD,Fort Davis,30.59,-103.9,1680
79735,STANDARD,Fort Stockton,30.89,-102.88,10960
79738,STANDARD,Gail,32.77,-101.45,310
79739,STANDARD,Garden City,31.87,-101.48,1080
79740,STANDARD,Girvin,31.07,-102.39,0
79741,STANDARD,Goldsmith,31.98,-102.61,360
79742,PO BOX,Grandfalls,31.34,-102.85,448
79743,PO BOX,Imperial,31.27,-102.69,251
79744,PO BOX,Iraan,30.91,-101.89,1404
79745,STANDARD,Kermit,31.85,-103.09,6530
79748,STANDARD,Knott,32.4,-101.64,249
79749,STANDARD,Lenorah,32.31,-101.88,270
79752,STANDARD,Mc Camey,31.13,-102.21,2160
79754,PO BOX,Mentone,31.71,-103.6,49
79755,STANDARD,Midkiff,31.63,-101.83,249
79756,STANDARD,Monahans,31.54,-102.84,9520
79758,STANDARD,Gardendale,32.02,-102.36,2830
79759,PO BOX,Notrees,31.92,-102.76,0
79760,PO BOX,Odessa,31.85,-102.36,1803
79761,STANDARD,Odessa,31.85,-102.36,29970
79762,STANDARD,Odessa,31.93,-102.36,36860
79763,STANDARD,Odessa,31.8,-102.47,36020
79764,STANDARD,Odessa,31.87,-102.54,23540
79765,STANDARD,Odessa,31.91,-102.26,13000
79766,STANDARD,Odessa,31.73,-102.41,7260
79768,PO BOX,Odessa,31.85,-102.36,1423
79769,PO BOX,Odessa,31.85,-102.36,828
79770,PO BOX,Orla,31.83,-103.91,38
79772,STANDARD,Pecos,31.4,-103.5,9700
79776,PO BOX,Penwell,31.73,-102.59,21
79777,PO BOX,Pyote,31.53,-103.12,172
79778,PO BOX,Rankin,31.22,-101.93,803
79780,PO BOX,Saragosa,31.03,-103.66,168
79781,PO BOX,Sheffield,30.69,-101.82,346
79782,STANDARD,Stanton,32.12,-101.79,4460
79783,STANDARD,Tarzan,32.31,-101.98,196
79785,PO BOX,Toyah,31.31,-103.79,58
79786,PO BOX,Toyahvale,30.94,-103.77,29
79788,PO BOX,Wickett,31.57,-103,402
79789,PO BOX,Wink,31.75,-103.15,878
79821,STANDARD,Anthony,31.99,-106.59,4780
79830,STANDARD,Alpine,30.36,-103.66,4620
79831,PO BOX,Alpine,30.43,-103.33,1976
79832,UNIQUE,Alpine,30.36,-103.66,94
79834,PO BOX,Big Bend National Park,29.28,-103.18,208
79835,STANDARD,Canutillo,31.91,-106.59,11640
79836,STANDARD,Clint,31.59,-106.22,6460
79837,PO BOX,Dell City,31.93,-105.2,604
79838,PO BOX,Fabens,31.5,-106.15,8957
79839,STANDARD,Fort Hancock,31.33,-105.9,1560
79842,PO BOX,Marathon,30.2,-103.24,438
79843,STANDARD,Marfa,30.31,-104.02,2190
79845,STANDARD,Presidio,29.56,-104.36,6937
79846,PO BOX,Redford,29.45,-104.19,77
79847,STANDARD,Salt Flat,31.74,-105.08,105
79848,PO BOX,Sanderson,30.15,-102.4,729
79849,STANDARD,San Elizario,31.57,-106.26,13370
79851,PO BOX,Sierra Blanca,31.17,-105.35,521
79852,STANDARD,Terlingua,29.32,-103.62,600
79853,PO BOX,Tornillo,31.44,-106.08,3267
79854,STANDARD,Valentine,30.58,-104.49,136
79855,PO BOX,Van Horn,31.04,-104.83,2344
79901,STANDARD,El Paso,31.76,-106.48,12400
79902,STANDARD,El Paso,31.78,-106.5,17550
79903,STANDARD,El Paso,31.79,-106.44,15650
79904,STANDARD,El Paso,31.84,-106.43,29190
79905,STANDARD,El Paso,31.77,-106.43,22080
79906,STANDARD,El Paso,31.81,-106.4,6720
79907,STANDARD,El Paso,31.71,-106.33,50080
79908,STANDARD,El Paso,31.86,-106.38,3370
79910,STANDARD,El Paso,31.84,-106.43,795
79911,STANDARD,El Paso,31.89,-106.54,4300
79912,STANDARD,El Paso,31.85,-106.53,70780
79913,PO BOX,El Paso,31.84,-106.43,1514
79914,PO BOX,El Paso,31.84,-106.43,387
79915,STANDARD,El Paso,31.75,-106.37,33090
79916,STANDARD,Fort Bliss,31.81,-106.42,1576
79917,PO BOX,El Paso,31.84,-106.43,827
79918,STANDARD,Fort Bliss,31.84,-106.43,89
79920,PO BOX,El Paso,31.82,-106.45,77
79922,STANDARD,El Paso,31.81,-106.56,7710
79923,PO BOX,El Paso,31.84,-106.43,367
79924,STANDARD,El Paso,31.9,-106.41,54000
79925,STANDARD,El Paso,31.8,-106.36,35860
79926,PO BOX,El Paso,31.84,-106.43,423
79927,STANDARD,El Paso,31.64,-106.27,37480
79928,STANDARD,El Paso,31.65,-106.15,56050
79929,PO BOX,El Paso,31.84,-106.43,381
79930,STANDARD,El Paso,31.83,-106.48,23030
79931,PO BOX,El Paso,31.84,-106.43,241
79932,STANDARD,El Paso,31.87,-106.61,25330
79934,STANDARD,El Paso,31.95,-106.43,24380
79935,STANDARD,El Paso,31.77,-106.33,15260
79936,STANDARD,El Paso,31.78,-106.3,104460
79937,PO BOX,El Paso,31.84,-106.43,491
79938,STANDARD,El Paso,31.83,-105.97,70210
79940,PO BOX,El Paso,31.84,-106.43,38
79941,PO BOX,El Paso,31.84,-106.43,76
79942,PO BOX,El Paso,30.58,-101.33,80
79943,PO BOX,El Paso,31.84,-106.43,141
79944,PO BOX,El Paso,31.84,-106.43,93
79945,PO BOX,El Paso,31.84,-106.43,72
79946,PO BOX,El Paso,31.84,-106.43,54
79947,PO BOX,El Paso,31.84,-106.43,110
79948,PO BOX,El Paso,31.84,-106.43,91
79949,PO BOX,El Paso,31.84,-106.43,55
79950,PO BOX,El Paso,31.84,-106.43,89
79951,PO BOX,El Paso,31.84,-106.43,116
79952,PO BOX,El Paso,31.84,-106.43,82
79953,PO BOX,El Paso,31.84,-106.43,120
79954,PO BOX,El Paso,31.84,-106.43,52
79955,PO BOX,El Paso,31.84,-106.43,99
79958,UNIQUE,El Paso,31.84,-106.43,0
79960,UNIQUE,El Paso,31.84,-106.43,0
79961,UNIQUE,El Paso,31.84,-106.43,0
79968,UNIQUE,El Paso,31.84,-106.43,262
79976,UNIQUE,El Paso,31.84,-106.43,0
79978,UNIQUE,El Paso,31.84,-106.43,0
79980,UNIQUE,El Paso,31.84,-106.43,0
79990,PO BOX,El Paso,31.84,-106.43,0
79995,PO BOX,El Paso,31.84,-106.43,851
79996,PO BOX,El Paso,31.84,-106.43,713
79997,PO BOX,El Paso,31.84,-106.43,572
79998,PO BOX,El Paso,31.84,-106.43,0
79999,PO BOX,El Paso,31.84,-106.43,0
88510,PO BOX,El Paso,31.84,-106.43,0
88511,PO BOX,El Paso,31.84,-106.43,0
88512,PO BOX,El Paso,31.84,-106.43,0
88513,PO BOX,El Paso,31.84,-106.43,0
88514,PO BOX,El Paso,31.84,-106.43,0
88515,PO BOX,El Paso,31.84,-106.43,0
88516,PO BOX,El Paso,31.84,-106.43,0
88517,PO BOX,El Paso,31.84,-106.43,0
88518,PO BOX,El Paso,31.84,-106.43,0
88519,PO BOX,El Paso,31.84,-106.43,0
88520,PO BOX,El Paso,31.84,-106.43,0
88521,PO BOX,El Paso,31.84,-106.43,0
88523,PO BOX,El Paso,31.84,-106.43,0
88524,PO BOX,El Paso,31.84,-106.43,0
88525,PO BOX,El Paso,31.84,-106.43,0
88526,PO BOX,El Paso,31.84,-106.43,0
88527,PO BOX,El Paso,31.84,-106.43,0
88528,PO BOX,El Paso,31.84,-106.43,0
88529,PO BOX,El Paso,31.84,-106.43,0
88530,PO BOX,El Paso,31.84,-106.43,0
88531,PO BOX,El Paso,31.84,-106.43,0
88532,PO BOX,El Paso,31.84,-106.43,0
88533,PO BOX,El Paso,31.84,-106.43,0
88534,PO BOX,El Paso,31.84,-106.43,0
88535,PO BOX,El Paso,31.84,-106.43,0
88536,PO BOX,El Paso,31.84,-106.43,0
88538,PO BOX,El Paso,31.84,-106.43,0
88539,PO BOX,El Paso,31.84,-106.43,0
88540,PO BOX,El Paso,31.84,-106.43,0
88541,PO BOX,El Paso,31.84,-106.43,0
88542,PO BOX,El Paso,31.84,-106.43,0
88543,PO BOX,El Paso,31.84,-106.43,0
88544,PO BOX,El Paso,31.84,-106.43,0
88545,PO BOX,El Paso,31.84,-106.43,0
88546,PO BOX,El Paso,31.84,-106.43,0
88547,PO BOX,El Paso,31.84,-106.43,0
88548,PO BOX,El Paso,31.84,-106.43,0
88549,PO BOX,El Paso,31.84,-106.43,0
88550,PO BOX,El Paso,31.84,-106.43,0
88553,PO BOX,El Paso,31.84,-106.43,0
88554,PO BOX,El Paso,31.84,-106.43,0
88555,PO BOX,El Paso,31.84,-106.43,0
88556,PO BOX,El Paso,31.84,-106.43,0
88557,PO BOX,El Paso,31.84,-106.43,0
88558,PO BOX,El Paso,31.84,-106.43,0
88559,PO BOX,El Paso,31.84,-106.43,0
88560,PO BOX,El Paso,31.84,-106.43,0
88561,PO BOX,El Paso,31.84,-106.43,0
88562,PO BOX,El Paso,31.84,-106.43,0
88563,PO BOX,El Paso,31.84,-106.43,0
88565,PO BOX,El Paso,31.84,-106.43,0
88566,PO BOX,El Paso,31.84,-106.43,0
88567,PO BOX,El Paso,31.84,-106.43,0
88568,PO BOX,El Paso,31.84,-106.43,0
88569,PO BOX,El Paso,31.84,-106.43,0
88570,PO BOX,El Paso,31.84,-106.43,0
88571,PO BOX,El Paso,31.84,-106.43,0
88572,PO BOX,El Paso,31.84,-106.43,0
88573,PO BOX,El Paso,31.84,-106.43,0
88574,PO BOX,El Paso,31.84,-106.43,0
88575,PO BOX,El Paso,31.84,-106.43,0
88576,PO BOX,El Paso,31.84,-106.43,0
88577,PO BOX,El Paso,31.84,-106.43,0
88578,PO BOX,El Paso,31.84,-106.43,0
88579,PO BOX,El Paso,31.84,-106.43,0
88580,PO BOX,El Paso,31.84,-106.43,0
88581,PO BOX,El Paso,31.84,-106.43,0
88582,PO BOX,El Paso,31.84,-106.43,0
88583,PO BOX,El Paso,31.84,-106.43,0
88584,PO BOX,El Paso,31.84,-106.43,0
88585,PO BOX,El Paso,31.84,-106.43,0
88586,PO BOX,El Paso,31.84,-106.43,0
88587,PO BOX,El Paso,31.84,-106.43,0
88588,PO BOX,El Paso,31.84,-106.43,0
88589,PO BOX,El Paso,31.84,-106.43,0
88590,PO BOX,El Paso,31.84,-106.43,0
88595,PO BOX,El Paso,31.84,-106.43,0
